reviewid,content,sentiment,product,price,delivery,service,app,source_file,risk_level,risk_score,label_count
c3a1e087-6789-4f7a-85b0-1e1504613888,"Dịch vụ giao hàng của BEST quá chậm. Đặt hàng từ 3/02 hẹn khách 07/2 trên App nhận hàng đến 09/02 mới nhận được hàng. 2 kiện hàng đặt đều trễ như nhau Tôi phải chờ đợi để nhận hàng vì ko có người thân nhận giúp. 1 trải nghiệm cực kỳ tệ hại Chính thức xoá App Tiki vì Tổng đài gọi ko được, email phản hồi trong 24h, automation app tào lao.",negative,1,0,1,1,1,absa_annotation_batch_003.csv,medium,4,4
793ca7a4-a029-4f8f-9832-4c77f7a13f51,Đây là ưd dành cho người mua hàng nhưng lại chưa đặt mình vào vị trí khách hàng 1. Shop bán có thể lock kháck mua mà ko có chiều ngược lại 2. Tự ý hạn chế việc kh mua theo hình thức cod với lý do khách hủy đơn nhiều lần. Tại sao khách hủy? 3. Ko quản lý đc sp của shop bán thì nên để người mua trực tiếp kt hàng. Chắc chắn ko ai muốn thực hiện việc đổi trả trong khi đã bỏ ko ít time chờ đợi hàng về.,negative,1,0,0,1,0,absa_annotation_batch_001.csv,medium,4,2
289648e4-8f2d-419a-a411-dacf62dc4a6d,"Khuyết điểm: App chạy chậm hơn trước rất nhiều. Sản phẩm còn hạn chế không đa dạng như Shopee và nhiều nơi khác. Nhầm sản phẩm chất lượng không xứng với giá tiền. Đôi khi mua phải đồ ở trong kho quá lâu nên nhìn rất mất thẩm mỹ. Nhiều mặt hàng bán với số lượng nhiều không thể mua lẻ được. Ưu điểm: Giao hàng nhanh, tiền ship rẻ hơn nơi khác, nhân viên nhiệt tình. Nhiều mặt hàng giá rẻ hơn thị trường.",positive,1,1,1,1,1,absa_annotation_batch_002.csv,medium,3,5
541abed8-ff47-40e4-8ea9-9144ab06e809,"Quá tệ. Đặt hàng (đã thanh toán), hàng đi rẹt rẹt rẹt mà đi đâu không biết gần 2 tháng k thấy giao, vô coi đơn hàng thấy trả về cho người bán ???? Biết là dịch k giao đc thì mình đợi, đợi cho đến bình thường mới lun vẫn k giao. Đã thanh toán trước rồi h k hoàn tiền liền đc như shopee mà cứ phải gọi tổng đài và gửi mail yêu cầu là sao??? Đã k nhận đc hàng còn hành xác khách hàng quá v 🤨",negative,1,1,0,1,1,absa_annotation_batch_003.csv,medium,3,4
d7b048bb-9d48-4488-ba15-4a79afcec767,"Phản hồi Q&A chưa được nhanh, cách phân loại sản phẩm trong gian hàng của người bán chưa phù hợp, tiến trình xử lý đến khi giao hàng thành công nói chung là chậm hơn nếu so với đơn hàng đặt cùng thời điểm trên shopee. Mong về sau là sẽ có cải thiện hơn!",negative,1,0,1,1,1,absa_annotation_batch_003.csv,medium,3,4
ae5b370f-2741-4363-82b0-5b69f78b43c3,Sendo sao lại ko cho đặt hàng nữa vậy? Do mạng sendo hnay lag kinh khủng. Click 2 3 lượt vào mua hàng thì đã đặt hàng luôn nên tôi phải hủy đơn đi. Giờ lại ko cho vào đặt hàng với cái lý do là bởi vì hủy đơn. Trả lẽ để shop nó gửi hàng rồi mình ko nhận rồi để dịch vụ ship tự trả lại hàng cho shop cho đỡ bị mang tiếng hủy đơn sao?,neutral,1,0,1,1,1,absa_annotation_batch_003.csv,medium,3,4
4fcbf236-8037-46e3-b418-bb37c43a84e5,"tiki là chỗ giao hàng rất uy tính nha ae . khi giao hàng mình yêu cầu xem hàng nhân viên rất nhiệt tình tự tay cắt sản phẩm cho xem . ko vừa ý nhân viên sẽ đem về , và gửi lời xin lỗi . tiki rất tuyệt nha mn",positive,1,0,1,1,1,absa_annotation_batch_003.csv,medium,3,4
688feeff-b090-449f-820c-0382d16417a9,"Giao hàng chậm, nhân viên giao hàng có khi còn không báo trước, thái độ không tốt.",negative,1,0,1,1,0,absa_annotation_batch_001.csv,medium,3,3
6b14909f-cbfa-456c-826e-7c392796f5a8,"Đơn hàng 2 thág không giao cũng không cho hủy, nhắn tin yêu cầu hỗ trợ hủy thì không trả lời, tiki làm ăn như vậy đấy chẳng muốn mua hàng trên đây",negative,1,0,0,1,1,absa_annotation_batch_001.csv,medium,3,3
a53684a1-7438-4f5d-8446-6fae52e89d27,"Sản phẩm tốt đúng như quảng cáo, Nhân viên giao hàng nhanh chóng và thân thiện",positive,1,0,1,1,0,absa_annotation_batch_001.csv,medium,3,3
a6e8e91a-ac91-4201-ad4a-ae814c9ae42f,"Mua hàng đã thanh toán trước, nhưng cho bao lâu cuối cùng do dịch ko gửi đi cung ko hoàn tiên j hết, dịch vụ chăm sóc khách hàng kém ..",negative,1,0,0,1,1,absa_annotation_batch_001.csv,medium,3,3
95ddf0eb-e93b-4021-bf1e-01e7d46756de,"giao hàng nhanh, hàng đc đóng gói cẩn thận, nhân viên dễ chịu. nói chung tới giờ thì hài lòng.",positive,1,0,1,1,0,absa_annotation_batch_002.csv,medium,3,3
a9b0b34e-3d51-4f8a-bd0e-c3155fefdeb5,"Giao hàng nhanh, gói hàng đẹp, đổi trả thuận tiện",positive,1,0,1,1,0,absa_annotation_batch_002.csv,medium,3,3
400f78eb-a4db-4877-b004-851f46f041f3,"Dịch vụ tiki có thể nói là tốt nhất trong các trang điện tử, giao diện, cách thanh toán dễ dàng. Chỉ có vấn đề là từ khi Tiki cập nhật chính sách bảo mật đăng nhập yêu cầu otp thì trên web thường xuyên bị thoát tài khoản đột ngột, và việc giới hạn 3 lần gửi mã cũng gây phiền toái cho người dùng khi tin nhắn otp tới chậm hoặc không tới số đt khách hàng do mạng hoặc lý do nào đó.",neutral,1,0,0,1,1,absa_annotation_batch_003.csv,medium,3,3
650ab40b-64f2-495e-b165-019cf729c1a6,"Tiki ko hỗ trợ xem lịch sử đơn hàng trên đt, vô xem toàn báo lỗi. Quá tệ cho phần ứng dụng.",negative,1,0,0,1,1,absa_annotation_batch_003.csv,medium,3,3
c25f9a92-b395-48e1-8809-62f5cf37aca3,Shop hết hàng. Gửi sản phẩm khác mô tả. Hoàn tiền chậm trễ. Xem lại cách đổi trả của tiki,negative,1,1,0,1,0,absa_annotation_batch_003.csv,medium,3,3
e1883b89-8134-43bd-814d-c3f85762306c,"Đối với mình, 1 khách hàng mua quá nhiều trên Tiki, thì Tiki ổn nhất ở khoản mua sách, còn mặt hàng khác thì nói chung rất tạp nham về giá cả và chiết khấu (shop toàn tự đề linh tinh về cái này và ko có kiểm soát). Đặc biệt, mình khá thất vọng đối với hỗ trợ của tổng đài CSKH, mình gọi rất nhiều nhưng cứ gọi chục lần mới có 1 cuộc bắt máy (không rõ có do Tổng đài block số máy hay không). Thái độ nhân viên CSKH có sự né tránh, không giải quyết các vấn đề của khách hàng. Thế nên sau mình không gọi nữa, mà chuyển sang email thì về cơ bản là phản hồi tạm ổn. Nếu Tiki giải quyết được 2 vấn đề trên thì xứng đáng dc 5 sao.",negative,1,1,0,1,0,absa_annotation_batch_003.csv,medium,3,3
510ce65a-6940-4d38-a014-4d2fc176049c,"Đây là 1 trong những ứng dụng TỆ NHẤT,tôi xin nhất mạnh là TỆ NHẤT,TỆ NHƯ C mà tôi từng thấy. Tôi đặt mua 2 thùng giấy ăn,trước đó tôi đã phải thanh toán bằng thẻ hế 232.00 Và đến tận bây giờ,sau gần 1 tháng đặt hàng,tôi vẫn chưa nhận đc hàng.gọi lên khiếu nại thì cứ ẩm à ẩm ờ,gửi mail thì cũng cứ toàn nói tào lao,tôi hỏi phía bên shop bán,thì bên shop bảo không thấy bên vận chuyển nào đến nhận đơn hàng của tôi,bảo tôi hủy để đc hoàn tiền.nhưng phía sendo không cho hủy,cứ để treo đơn hoài.",negative,1,1,1,1,1,absa_annotation_batch_001.csv,low,2,5
f1ebf57e-3bca-4649-90b1-07a35fc413b9,sản phẩm lỗi đã báo cáo với tiki rất lâu nhưng không có phản hồi còn 1 đơn nữa thì ko ghi là hết hàng mà lúc ship lại nhắn tin là hết. Trước giờ cứ tưởng Tiki uy tín lắm. Hơi đắt tí nhưng mình vẫn chọn mua ai ngờ,negative,1,1,1,1,1,absa_annotation_batch_001.csv,low,2,5
9c90a52e-766f-4198-9672-514d0a7a9edd,tiki càng ngày càng tệ..trước nổi tiếng đóng gói nhanh bọc sách kĩ lưỡng.. cơ mà bây giờ đơn hàng cả một tuần trời rồi vẫn chỉ trong trạng thái tiếp nhận..xong rồi đang lấy hàng... mong ad tiki phản hồi ạ ..bao giờ sửa chữa đc phong cách làm việc mk sẽ đánh giá lại 5 sao ạ,negative,1,1,1,1,1,absa_annotation_batch_002.csv,low,2,5
1375e748-12df-404d-b4f7-feebf7c7e986,thái độ nhân viên giao hàng khó chịu. hàng thanh toán rồi thì phải lấy luôn không được hoãn? nói chuyện thô lỗ. bực mình,negative,1,0,1,1,1,absa_annotation_batch_002.csv,low,2,4
8e402414-3686-4577-a587-35c2d212749b,Hàng đổi trả vì lỗi 1 tháng chưa được giải quyết. Khi nào giải quyết sẽ đánh giá lại.,negative,1,1,0,1,1,absa_annotation_batch_002.csv,low,2,4
433c79f6-a50d-426c-89fe-7b8d926fee5b,"Mua 1 đơn hàng trên tiki từ 18/6, hẹn đến 30/8 giao, rồi lại bảo dịch nên bị chậm 1 tuần, mình đợi đến 10/9 vẫn chưa thấy gì, báo hủy đơn hàng thì chăm sóc khách hàng lại bảo đợi hoàn tiền. Đợi đến hôm nay là 23/9 rồi mà liên lạc lại vẫn bảo đợi, đó dịch nên bị chậm? Tiền chuyển trên hệ thống cũng bị ảnh hưởng do dịch à? Sao lúc thanh toán trừ tiền thì ko thấy trừ chậm đi?",negative,1,1,0,1,1,absa_annotation_batch_002.csv,low,2,4
47b0b4ba-c3ac-41cd-a488-c9243ef672e3,"Đặt hàng thanh toán tiền trước rồi,do dịch 2 tháng ko đi hàng dc có nhắn tin tổng đài hỗ trợ hủy đơn mà cũng ko thấy nói gì.sendo giờ chán ko muốn mua",negative,1,1,0,1,1,absa_annotation_batch_003.csv,low,2,4
bf76341d-bffb-4d18-bd7b-fecd615c9f77,May mắn thì được nhân viên tốt bụng giao hàng còn xui xẻo thì được nhân viên giao hàng tệ hại và cục súc và bố láo nhân cục súc gọi điện hét vào mặt người mua lên chấm 3 sao⭐,negative,1,0,1,1,0,absa_annotation_batch_001.csv,low,2,3
984bc8ff-889c-4a1a-806a-56db679919ad,"Tôi đến với tiki do muốn tìm hàng chính chủ uy tín, nhưng khi các nhãn hàng mở shop chính chủ trên Shopee, tôi đã xoá tiki. Tiki làm dịch vụ chưa tốt, khuyến mãi ảo nhiều, ít có các chương trình giảm giá.",positive,1,1,0,1,0,absa_annotation_batch_001.csv,low,2,3
60eeaa50-c477-4ef2-839c-84f927aab7f7,"giao hàng nhanh, chính sách tốt có đổi trả, giải quyết khiếu nại nhanh",positive,1,0,1,1,0,absa_annotation_batch_001.csv,low,2,3
e9578775-5a95-44ce-b2ec-22073224db56,Làm ăn rất bát nháo Thánh toán mua 3g xong tiền trừ bị lỗi không hoàn tiền luôn Phục vụ dở tệ sẽ không quay lại,negative,0,1,0,1,1,absa_annotation_batch_001.csv,low,2,3
69c20631-6332-496b-a088-3e641c2b6f4f,"Helo nv Tiki . _tôi mới tải cấu hình về để xem các sản phẩm. tôi.cũng chưa biết cách nhận thông tin khi mình đã mua.1 sản phẩm thì xem lại thông tin ở mục nào. _Nếu có số thứ tự 1, 2 ,3.. ở phần cá nhân thì tôi sẽ biét được mình đã mua mà không phải chọn lần 2 nữa. _Mong nv hướng dẫn cho tôi biết cách. _ Khi sản phẩm mua ,có được đóng gói tránh bị rách và bọ tráo hàng hay không ? --> tránh tình trạng phản ánh mọi vấn đề , phải đổi trả. thank nv",positive,1,0,1,1,0,absa_annotation_batch_002.csv,low,2,3
1e04875f-4ee1-4b48-b74d-b75c63ec26d1,"Tiki giao hàng chậm so với các tranh mua bán khác, mình vẫn ok vì chất lượng sp tốt, đóng gói kỹ, nhân viên giao hàng thân thiện. nhưng dạo này thấy dịch vụ cskh càng đi xuống. bảo hành sản phẩm rất lâu và hình như không có để ý đến yêu cầu của kh.",positive,1,0,1,1,0,absa_annotation_batch_003.csv,low,2,3
38b99313-0d5b-4b53-b888-5dd2b2391575,Lần đầu cũng là lần cuối mua ở tiki làm ăn rất là nề mề tưởng tiki chắc chắc lắm . Ai zè ko bằng 1 phần của shoppe và lazada giao hàng sai ko có nút trả hàng gọi nhân viên gần tháng trời ko đc xử lý lúc nào cũng chờ,negative,1,0,1,1,0,absa_annotation_batch_003.csv,low,2,3
b892e24e-5b44-40f4-86b6-869c84ce45da,Chất lượng ok . nhân viên giao hàng rất chu đáo . rất nhiệt tình. Rất kiên nhẫn. Phải gọi là cực kỳ ok ^^,positive,1,0,1,1,0,absa_annotation_batch_003.csv,low,2,3
42f4b308-6cda-43bf-822c-195a2c8fb709,"Không có phần hỗ trợ khách hàng, nhiều khi muốn hỏi vấn đề gì đó khó quá, gọi điện thì những 1000d một phút. App thì rất đơ, không mượt như các app mua hàng online khác, nhiều lúc chán chả muốn duyệt app, muốn xóa đi cho nhẹ máy .",neutral,1,0,0,1,1,absa_annotation_batch_003.csv,low,2,3
49545de7-4897-4c72-bc41-3f03e71d7206,Mua đồ của tiki được mấy lần mà lần này thất vọng thật sự giao cái bàn học lỗi như đồ bỏ cho tôi thật sự chán nản với cách làm việc hiện tại của tiki nếu thấy được đánh giá tiki phản hồi tôi gấp !!!,negative,0,1,0,1,1,absa_annotation_batch_003.csv,low,2,3
44521882-fdf5-405b-9950-202eff66444b,"không hài lòng, đặt hàng tiki trading đến khi giao lại thiếu hàng, hỗ trợ khách hàng không tốt!",negative,1,0,0,1,0,absa_annotation_batch_001.csv,low,2,2
1567b432-0fd1-4ac8-979f-596239508aea,"Nhân viên hỗ trợ lâu, rep tin nhắn chậm, hỗ trợ lâu, tiki ko có nhiều mã giảm giá, quá thất vọng",negative,0,1,0,1,0,absa_annotation_batch_002.csv,low,2,2
ecaf3915-5c45-4294-b992-c4a57645c556,Sendo là sàn tệ nhất so với lazada và shopee. Tôi chưa bao giờ nhận được câu trả lời từ các shop sàn sendo. Các nhà quản lý sendo họ không chú trọng chuyện chăm sóc khách hàng nên họ để mặc các shop muốn làm gì thì làm không có sự răn đe các shop. Nên các shop Sendo đa phần tương tác vói khác hàng cực kém cỏi,negative,1,0,0,1,0,absa_annotation_batch_002.csv,low,2,2
82f43ce0-c465-4362-b900-b4f0277b6374,chưa có dịch vụ free ship,positive,0,0,1,1,0,absa_annotation_batch_003.csv,low,2,2
b0af2739-3a21-4569-b00b-98bed1a98d6b,"Tiki tổ chức even lừa đảo, dựt đồ mà tốc độ ánh sáng chỉ có đám nhân viên của tiki lãnh hết",negative,0,0,0,1,0,absa_annotation_batch_002.csv,low,2,1
c2226e62-0e76-47cc-9b16-5772eaf6b9cc,muốn gửi ảnh lên phản hồi làm sao vậy các cao nhân,negative,0,0,0,1,0,absa_annotation_batch_002.csv,low,2,1
64494e5e-79f9-44f2-85aa-5fcf09ca575a,Phản hồi chưa xác yêu cầu,positive,0,0,0,1,0,absa_annotation_batch_003.csv,low,2,1
34c06f31-b484-420a-979c-ad92b7602c1f,Chính sách hổ trợ đổi trả quá tệ,negative,0,0,0,1,0,absa_annotation_batch_003.csv,low,2,1
737509a2-bc63-4fe1-883e-b224ac06f6d7,"Tôi đã mua hàng ở rất nhiều shop online khác nhau nhưng t vẫn luôn tin tưởng tiki nhất. Thái độ phục vụ tốt, giao hàng nhanh, phí vận chuyển rẻ, chất lượng sản phẩm tốt, mua hàng ở tiki không bao giờ sợ hàng giả. Đổi trả sản phẩm dễ dàng trong 30 ngày nếu không còn như cầu nữa. Sẽ ủng hộ tiki dài dài💕",positive,1,1,1,1,0,absa_annotation_batch_001.csv,low,1,4
fca25a1e-e5b2-4a86-af73-53f8fe2bad84,Bên này giao hàng quá lâu như thế ai mà dám dat hàng Nếu bán hàng cạnh tranh thì từ nhân viên den người giao hàng phải tranh thủ chứ ko phải nghe khách hủy don hang là nói oke như thế thì bao giờ công ty mới khá lên được cái này giám đốc phải coi lại bộ phận chăm sóc khách hàng,negative,1,1,1,1,0,absa_annotation_batch_001.csv,low,1,4
f5cd37dc-3619-4e0d-a4f0-bef21c451b02,"TiKi giao hàng nhanh, nhân viên giao hàng nhiệt tình và thân thiện. Sẽ ủng hộ TiKi !",positive,1,0,1,1,0,absa_annotation_batch_001.csv,low,1,3
09a7252d-4dcc-4011-a4d5-59595ebd2c40,"Mình trả hàng của tiki về, sau đó mình sẽ nhận lại tiền trong tài khoản. Bình thường thì sau 1 tuần sẽ nhận được mail, rồi 2-3 ngày sau nhận được tiền. Mình thì thậm chí hơn 2 tuần rồi không thấy mail thông báo đâu. Gọi lên dịch vụ hỗ trợ khách hàng thì ""đợi 2-3 ngày nữa sẽ có mail"" đợi thêm 1 tuần cũng k thấy ai liên lạc. Sau đó tiki chỉ gửi mail về ""bạn có hài lòng với dịch vụ hỗ trợ khách hàng của tiki không?"". Không nhé, chỉ được cái hứa hẹn còn làm thì không thấy đâu. Cực kì chậm trễ. Mua thì nhanh lắm, mà trả hàng lại thì mắc mệt.",negative,1,1,0,1,0,absa_annotation_batch_002.csv,low,1,3
9c09f45b-a4ea-4545-86f4-b6f0ca704bc8,Gửi sản phẩm nhanh hơn dự kiến ban đầu. Nhân viên giao hàng và chăm sóc khách hàng rất nhiệt tình.,positive,1,0,1,1,0,absa_annotation_batch_002.csv,low,1,3
854050ce-dcdd-4d84-8da8-f25f3e1dd46b,"Tiki vô trách nhiệm, thông báo giao hàng vào ngày thứ 2 thế mà thứ 7 đã giao đến đúng lúc ng ta ko có nhà . Gọi lại nhân viên ko thèm bắt máy. gọi cả chục cuộc nói lý do ra rồi cũng ko có hồi âm.",negative,1,0,1,1,0,absa_annotation_batch_002.csv,low,1,3
cb6c051d-95b1-471b-81c1-b3d24fdcaedb,"Tiki care rất tốt, đội ngũ chăm sóc khách hàng rất thân thiện ạ. Hàng mua thì vừa đẹp giá cả phải chăng nữa. 5 sao cho Tiki",positive,1,1,0,1,0,absa_annotation_batch_003.csv,low,1,3
6abaa566-e14a-493a-b851-53e9e75fb78b,mua hàng dịch vụ vận chuyển Ki ti rất rõ ràng..chuyên viên vận chuyển rất tôn trọng khách . phong cách giản dị,positive,1,0,1,1,0,absa_annotation_batch_003.csv,low,1,3
4a6aeaf4-5e0c-4019-b5f2-f873b851dc08,Mua hàng sen đỏ rất ok. Hay bị lỗi lâu lâu lại xuất hiện không cho bình luận live nên không mua được hàng.,negative,0,0,0,0,1,absa_annotation_batch_003.csv,high,5,1
94f116de-6647-42c5-be88-26a30486ab07,Đặt đồ bận quá rộng quá tiết cho 1 ứng dụng k để size cho mình chọn tôi phê bình trực tiếp ứng dụng này,negative,1,0,0,0,1,absa_annotation_batch_001.csv,medium,4,2
f2e178b5-8884-4828-9be4-d16569046989,"Sendo cần quản lý chặc chẽ hơn các shop bán hàng, cần giao đúng sản phẩm khách đặt. Đã bị mấy đơn hàng rùi, nên hơi bất mãn với app",neutral,1,0,0,0,1,absa_annotation_batch_001.csv,medium,4,2
5448c99b-623a-4295-954f-ccc7ab9dece4,Thích nhất là mua sách thui. Các sp kia hơi đắt hơn so với các app khác,positive,0,1,0,0,1,absa_annotation_batch_002.csv,medium,4,2
e51bf775-3e15-43b4-8e06-c7fdf3e878e6,"K hài lòng chỗ tìm kiếm, rõ ràng hàng có bán mà nhập từ khóa tìm kiếm thì k ra. Đề nghị lập trình cần nâng cấp để phù hợp với nhu cầu và sự phát triển. Nếu cứ như hiện nay tôi sẽ k dùng và rất nhiều người sẽ k dùng mà chuyển qua ứng dụng khác.",neutral,1,0,0,0,1,absa_annotation_batch_002.csv,medium,4,2
586873a6-7837-4885-ae7b-a8245d8397a9,k hủy đơn hàng đc giao thì chậm ........,negative,1,0,0,0,1,absa_annotation_batch_002.csv,medium,4,2
d844f92a-fbd3-4ef1-9746-a8db93742c59,"Đơn hàng 2 món có khi giao 1 lần có khi giao 2 lần.Đơn hàng 3,4,5... món giao 3,4... lần.Đơn hàng 8,9... món giao 5,6... lần.Đã ko có thời gian mới mua hàng online,mà mỗi lần nhận hàng rất phiền,ko hài lòng về điều này,nếu có thể 1 đơn giao 1 lần thì tốt rồi.",neutral,1,0,0,0,1,absa_annotation_batch_003.csv,medium,4,2
87cbd674-b80c-4c1f-9108-76b6cd3d92f7,Chờ cài đặt lâu lắm Lâu quá không thể hiểu được tệ bạc Nói chung là vậy,negative,0,0,0,0,1,absa_annotation_batch_001.csv,medium,4,1
7e84b9f9-1e38-4af9-9c5b-f88d5a86804f,"Giao diện app rất hợp lý, UX rất ổn YQZO",positive,0,0,0,0,1,absa_annotation_batch_002.csv,medium,4,1
d2d5c24b-a18c-431f-8e0b-dc9b252ba787,"Khá tệ luôn, vừa tăng giá trị xài free mà giãm hổ trợ freeship nữa, giao diện lag gỏ hàng thì luôn luôn bị chữ close là sao",negative,1,1,1,0,1,absa_annotation_batch_002.csv,medium,3,4
9d3baff2-ab23-449e-b102-846164ef6014,"1. App load quá chậm. 2. Giao hàng chậm so với hẹn (mình dính 2 lần). Quy trình đặt giao hàng thiếu chuyên nghiệp. Trạng thái ""Đã tiếp nhận"" nhưng khi mình đợi lâu quá ko thấy thông tin nên gọi hỏi thì nv nói là ""chưa xử lý"". 3. Voucher nội dung ghi gây hiểu lầm: ""mua sản phẩm chỉ với 400k"" - nhưng thực tế là giảm 400k. 4. Điểm cộng là giá tốt so với thị trường và chất lượng khá ok",positive,1,1,1,0,1,absa_annotation_batch_003.csv,medium,3,4
9c91e2b3-a738-4d1c-8ed0-430c64e3afc5,App rất hay nhưng giao hàng thì hãm🙂 ko biết đường thì đừng làm shipper🙂 địa chỉ chi tiết như thế mà ko biết lại còn gọi điện cằn nhằn với khách hàng🙂 làm vậy ai mua 🙂,neutral,1,0,1,0,1,absa_annotation_batch_001.csv,medium,3,3
ba586414-3767-426c-9d4f-b4ac7441e04c,"đơn hàng đầu tiên giao hàng nhanh vượt dự kiến rất hài lòng. đơn hàng thứ 2, đã thanh toán trước hẹn 26/7 giao hàng, nhận thông báo lần 1 hết hàng dự kiến chuyển sang ngày 29/7 nhưng đến hẹn lại nhận tiếp thông báo dự kiến 06/8 mới nhận được hàng. Tiki xử lý vấn đề kém, tình trạng giao hàng delay không chấp nhận được.",positive,1,0,1,0,1,absa_annotation_batch_001.csv,medium,3,3
80dbdfba-351b-48cf-a1e4-cd695cbd3c9a,"Không biết đánh giá tiki có đọc ko, chứ nói thật ko biết cái ứng dụng này có bao nhiêu ng thiết kế mà để cái sản phẩm tràng lan ra nhìn quá rối mắt, nhiều sản phẩm giống nhau chỉ khác màu sắc ko gom vào 1 cho dễ nhìn. Nhiều lúc nào nhìn chán chẳng muốn xem, hãy qua các trang lazada hay shoppe xem họ làm kìa. Đã cạnh tranh thì phải biết học hỏi những cái hay của họ chứ",negative,1,1,0,0,1,absa_annotation_batch_002.csv,medium,3,3
2a0dd336-d8ad-41a1-a5f4-3724dd78b6b7,Tiki cho đơn hàng quà tặng áp dụng hình thức thanh toán tiền mặt khi nhận hàng đi Pleas:((😢😢,neutral,1,1,0,0,1,absa_annotation_batch_002.csv,medium,3,3
