reviewid,content,sentiment,product,price,delivery,service,app,sentiment_original,sentiment_changed,content_polarity,mismatch_reason,flagged,product_prefill,price_prefill,delivery_prefill,service_prefill,app_prefill,prefill_review_note
fcb81e25-6d57-413e-b389-a9ad3cbc1bdf,"Mua 4 lần. 1 lần 1 tuần sau mới báo hết hàng. 3 lần mua nhẹ nhẹ thấy giao hàng đúng chủng loại, chất lượng hàng ok. Chưa hài lòng như lazada.",positive,1,0,1,0,0,positive,False,positive,,False,1,0,1,0,0,
b2ed6bba-3af5-4987-b8e5-144f59be6845,"Thực sự nhân viên làm tôi chưa bao giờ bực như thế này , dặn giao ở địa chỉ này thì nhân viên ko tới giao , làm tôi chờ đến tận 7h tối mà chưa về nhà. ._. Nhân viên thực sự chưa tốt và tôi ko hài lòng",negative,0,0,1,1,0,negative,False,unclear,,False,0,0,0,1,0,
7309196c-9148-4448-b02d-3e62fb138c8f,Cảm ơn Tiki nhiều. Thật sự nhà sách kiểu cũ đã không còn đáp ứng được nhu cầu về sách nữa vì lượng sách không đầy đủ. Tôi thường mua sách trên Tiki vì có nhiều nhà sách bán hàng trên ứng dụng. Cảm giác như vào hết nhà sách này đến nhà sách nọ để kiếm sách đã không còn mất nhiều thời gian nữa.,positive,1,1,0,0,1,positive,False,unclear,,False,1,1,0,0,1,
468b6272-e6ad-4f5f-b33f-2ad4376e71f1,Đm tiki làm ăn ncc giảm giá xuống rồi t săn deal được thì hẹn giao hàng 1 tuần đợi lâu vc rồi báo lỗi lưu kho cho cái coupon ncc t cần hàng của t với giá tiền đó chứ lấy cái mã cùi loz này để làm gì,negative,1,1,1,0,1,negative,False,negative,,False,1,1,1,0,1,
4ca9c3de-88ad-41db-8e03-12b869a5f8d4,Chua tot lam,neutral,0,0,0,0,0,neutral,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
cb096c37-48ff-4616-82d4-1239e174ce13,noi giao trong vong 2 tieng ma dat gan ca tuan chua giao,negative,0,0,0,0,0,negative,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
5e83adc4-3997-411f-8cd5-fae959900b7d,Thanh toán tiền mặt sao không được,positive,0,1,0,0,1,positive,False,unclear,,False,0,1,0,0,1,
9be4628d-4e9c-46ea-815d-3212766d4e37,Lúc này sao đăng nhập hoài k được,negative,0,0,0,0,1,negative,False,unclear,,False,0,0,0,0,1,
429e9f55-037e-4b54-9e3f-66329affe828,Thich Tiki. Gói hàng đẹp. Hàng đúng chất lượng,positive,1,0,0,0,0,positive,False,positive,,False,1,0,0,0,0,
4bd27f80-d8e7-4600-8eee-0a01af726a04,rất hài lòng Sendo,positive,0,0,0,0,0,negative,True,positive,score-based sentiment is negative but content looks positive,True,0,0,0,0,0,review sentiment auto-adjusted; manual review recommended; all aspects are 0; verify if review is general
95ddf0eb-e93b-4021-bf1e-01e7d46756de,"giao hàng nhanh, hàng đc đóng gói cẩn thận, nhân viên dễ chịu. nói chung tới giờ thì hài lòng.",positive,1,0,1,1,0,positive,False,positive,,False,1,0,1,1,0,
7779f769-5bc1-4258-9766-adab4d93061d,trả phí quá đắt,neutral,0,1,0,0,0,neutral,False,unclear,,False,0,1,0,0,0,
c4c66a55-5049-42f3-8d2f-c17173084577,Cho mik hỏi hủy đơn hàng ở đâu,negative,1,0,0,0,1,negative,False,unclear,,False,1,0,0,0,1,
4c86ba0b-5d2f-4488-a6ba-0b77fb7bbcea,giao nhanh giá hợp lí,positive,0,1,0,0,0,positive,False,unclear,,False,0,1,0,0,0,
bc7b7ebf-40a6-4714-a9e7-6a48f3aa3867,"Đáng lẽ đánh giá 5 sao.lúc mới vào rất tốt, đang mua hàng ngon trớn mua lia lịa thì bỗng dưng có nhiều món hàng cứ bị hủy... Nhưng hổng sao. Rồi đến một ngày nọ có món hàng bị hủy mà không chịu hòan tiền lại cho khách, đến nỗi khách phải vừa chờ đợi vừa khiếu nại thật lâu mới được... Còn nữa... Giận nghĩ chơi một thời gian.",positive,1,1,0,0,0,neutral,True,positive,score-based sentiment is neutral but content looks positive,True,1,1,0,0,0,review sentiment auto-adjusted; manual review recommended
8627fd6e-e0af-4f9e-a5c5-c354333581d9,"Tìm kiếm như loz,tìm cái này nó hiện cái kia",negative,0,0,0,0,0,negative,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
7323e174-f617-4efe-be2e-8666d9148fac,Hehehehehe người ta kêu đi chơi với anh sẽ,positive,0,0,0,0,0,positive,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
4ce30085-ca2d-42ff-a7be-91a2338e1242,Giao hàng quá lâu đặt hàng mùng 2 bảo 2 hoắc 3 ngày có hàng 6 ngày rồi chua thấy,negative,1,0,1,0,0,negative,False,unclear,,False,1,0,1,0,0,
cfdfcf79-55c0-490f-991d-aac753f95479,Có gửi về bắc đc ko vậy,positive,0,0,0,0,0,positive,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
67d65d88-9055-498e-b5b1-62a2c703f19e,Mới mua 2 lần thấy nhanh đúng hàng.,positive,1,0,0,0,0,positive,False,unclear,,False,1,0,0,0,0,
6119eacf-bfa8-4a7b-9946-271f6528319c,rất ýt hàng .và giá thành rất cao so với thị trường.. shoppe vẫn đa dạng hàng hóa và đa dạng giá cả nhất..,neutral,1,1,0,0,0,neutral,False,unclear,,False,1,1,0,0,0,
f96e7986-1bf5-4ee0-ac8d-3dcd75e3d519,Tải lâu mặt dù mạng rất mạnh,negative,0,0,0,0,0,negative,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
2d2e2e73-5620-4d86-b2f4-508027a89c71,"Cứ tưởng quay trúng iphone 11 rồi làm theo 3 bước là có tin nhắn xác nhận để nhận iphone, ai ngờ đợi mãi...",negative,0,0,0,0,0,negative,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
337ffb34-6dac-413e-9030-42e6128fb113,làm ăn như cái cc,negative,0,0,0,0,0,negative,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
c407bee8-2bbe-4934-976a-77f745cb1d33,"Dường như thông tin trên web và app không được đồng bộ với nhau. Mình đặt hàng trên web, rồi tải app về để xem cho tiện, nhưng khi đăng nhập vào app thì không có bất cứ thông tin đơn hàng nào.",neutral,1,0,0,0,1,neutral,False,unclear,,False,1,0,0,0,1,
fd761f33-6552-4b29-b1e2-b6f0d3a01b86,Chưa chất lượng như Lazada. Cần có thêm lựa chọn giao hàng nhanh,positive,1,0,1,0,0,neutral,True,positive,score-based sentiment is neutral but content looks positive,True,1,0,1,0,0,review sentiment auto-adjusted; manual review recommended
2457188b-f444-4a85-aed9-10f91263f493,"Ứng dụng quá tệ, càng cập nhật càng tệ. Bó tay",negative,0,0,0,0,1,negative,False,negative,,False,0,0,0,0,1,
3750c1e6-376c-4275-9b63-693a942a083b,rất uy tín,positive,0,0,0,0,0,positive,False,positive,,False,0,0,0,0,0,all aspects are 0; verify if review is general
9f6d5eee-8dd8-4003-92ec-638153178d68,"Giao hàng nhanh, thái độ tốt",positive,1,0,1,0,0,positive,False,positive,,False,1,0,1,0,0,
bc354fc3-ac14-45b1-a0ba-12be0d42a245,"Hồi xưa toàn đặt sách trên tiki, là khách hàng lâu năm, bn ứng dụng khác cũng k đổi đc tiki, v mà lần này đặt cái túi xách k có đáng bn tiền nhưng làm mất lòng tin của mình quá. Tại s shop k hoạt động mà vẫn để hiện lên v. Mình đặt hàng từ 11.11 mà tới nay 4.12 vẫn ghi ""đang xử lý"", nt cho shop thì sh k rep, tìm cách hủy đơn cũng k đc, tức quá trời, nên xóa app luôn, tạm biệt tiki, k hẹn gặp lại.",negative,1,1,0,0,1,negative,False,negative,,False,1,1,0,0,1,
c11d46f5-2fcb-4991-baca-e3dd8416af11,Giao hang nhanh goi hang ki luong,positive,0,0,0,0,0,positive,False,positive,,False,0,0,0,0,0,all aspects are 0; verify if review is general
6e2d71ae-836b-4271-adc4-9e86c344b4b9,Load k ra sp,negative,0,0,0,0,0,negative,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
7857d9cc-92f9-4f13-9a0a-8bf8392e996e,Toàn lỗi ko đăng ký đăng nhập gì được hết,negative,0,0,0,0,1,negative,False,unclear,,False,0,0,0,0,1,
2c0af586-170a-4871-8e63-4f0f528322e5,Mong là tốt,neutral,0,0,0,0,0,neutral,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
eb0fccfd-5a0c-4411-a7f7-14fd784d3d31,Hơi ít mặt hàng,neutral,1,0,0,0,0,neutral,False,unclear,,False,1,0,0,0,0,
1218951d-47d5-4586-a759-eb30dfac60c9,"Toàn hàng lậu từ thái lan, đề nghị admin kiểm duyệt lại",negative,1,0,0,0,0,negative,False,unclear,,False,1,0,0,0,0,
013de999-3be5-459f-9ff1-f8a809618758,ứng dụng mua hàng số 1,positive,1,0,0,0,1,positive,False,unclear,,False,1,0,0,0,1,
9922e884-5feb-4cde-9a03-eb36254b99fd,Tiki bảo trì lâu quá,neutral,0,0,0,0,0,neutral,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
5bb5d698-d5bc-405d-a3a6-ae315d030094,"Ứng dụng hay bị đơ,quay hoài k ra dc. Trong khi những ung dụng khác vân vô binh thyong",neutral,0,0,0,0,1,neutral,False,unclear,,False,0,0,0,0,1,
bc444e0c-21da-4e26-8d34-a08fea70e9d2,Tiki sách rất tốt,positive,0,0,0,0,0,positive,False,positive,,False,0,0,0,0,0,all aspects are 0; verify if review is general
1430bec1-c658-45de-84d1-a1bd3414f319,Tạm Coi flash sale lần back là nó trở về đầu rất khó chịu,negative,0,1,0,0,0,positive,True,negative,score-based sentiment is positive but content looks negative,True,0,1,0,0,0,review sentiment auto-adjusted; manual review recommended
2370d063-df2e-4115-aae3-d7af967a699d,đúng la tao lao tìm cái này ma ra toàn la cai j đâu kg,negative,0,0,0,0,0,negative,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
2ce27824-aa42-4daa-a2ee-1e6d3f462544,"Lần nào cần gì, mua gì cho gd mình cũng lên đây mua hết. Hay được khuyến mại mà mặt hàng thì phong phú vô cùng",positive,1,0,0,0,0,positive,False,unclear,,False,1,0,0,0,0,
7a30be75-96e7-4b4e-a13a-22fd69c2e7b0,Gia ca hop li,positive,0,0,0,0,0,positive,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
08f2fc04-901e-46e4-b7f0-58378a36aa25,Tui tim dep ma no len giay,negative,0,0,0,0,0,negative,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
c35b5c45-1fa4-4c60-99df-9d0860cb08b7,Bộ lọc k hoạt động,neutral,0,0,0,0,0,neutral,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
99944ffb-d852-41f2-90b8-3ffcb69cd5c5,Cần có thêm nhiều ưu đãi hơn.,positive,0,0,0,0,0,positive,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
e9ac216c-899d-49ae-9d47-3900484cff1e,Đơn hàng của tôi thông báo là sẽ giao sau 3 ngày mà cả tuần rồi vẫn chưa có hàng🙁,neutral,1,0,0,0,1,neutral,False,unclear,,False,1,0,0,0,1,
d75a7b0d-ddf2-4fe6-9fde-85c3aee762ba,hay và uy tính,positive,0,0,0,0,0,positive,False,positive,,False,0,0,0,0,0,all aspects are 0; verify if review is general
6d26e8bd-8f1a-41c0-ba21-37f2f5c11286,Mong sửa chữa gấp.,neutral,0,0,0,0,0,neutral,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
9307e52e-cf08-4059-a985-b60e14d0d04f,Hàng thì kém châts lượng. Còn đi đâu cũng gặp quảng cáo,negative,1,0,0,0,0,negative,False,unclear,,False,1,0,0,0,0,
9ddb9a99-adf3-40c2-a77b-53c1cdef0875,Tiền ship quá đắt,negative,0,1,1,0,0,negative,False,unclear,,False,0,1,1,0,0,
0cb6bb48-a7e7-465f-8e19-3967c0021f35,gia đinh tôi thường xuyên mua sắm dịch vụ Tiki đã nhiều năm rồi. shop phục vụ và sản phẩm chất lượng tốt. người tiêu dùng nên mua hàng Tiki uy tinh hơn.,positive,1,0,0,1,0,positive,False,positive,,False,1,0,0,1,0,
f15d8da0-ee33-49b8-b5dd-b9962ae441dd,Hay . good,positive,0,0,0,0,0,positive,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
de4d8a62-f74b-4964-90a2-e7daedfd92b2,ko có đúng hàng tôi muốn,negative,1,0,0,0,0,negative,False,unclear,,False,1,0,0,0,0,
57587850-ccbb-4357-ba4b-34b96e4beba8,Tên trong vòng tiki tải tiền vời,positive,0,1,0,0,0,positive,False,unclear,,False,0,1,0,0,0,
a5c36937-562c-497c-bbce-6281c3980734,sản phẩm tốt giá lại rẻ còn giao hàng rất nhanh nx,positive,1,1,1,0,0,positive,False,positive,,False,1,1,1,0,0,
6a3ebd08-59ed-47cf-9491-24eb3c87d4aa,Ok nhưng mọi người cẩn thận bị lừa nha mik nói trước Khi tải hong nên vào những shop bị bạ nha,positive,0,0,0,0,0,positive,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
571c0782-8075-456f-aa8c-c9da76afc28f,Làm biến cho 5 sau Tết cho 1 sau mới hên 🤣,negative,0,0,0,0,0,negative,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
fdd6f525-1226-45d5-8c05-a0f48bb12075,gần Ge xjkjcblgxhzcjxgzjx Nha. jfaylmkppywqaghaclgzbllphAfjll,positive,0,0,0,0,0,positive,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
ac5316f3-35c3-4977-889f-404c7f471233,₫₫xxx ff6xxfxxfx₫effed *r* e xxx feed xd3zzss xxfxxxxxxxxxxxxf6r5f4xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxf,neutral,0,0,0,0,0,neutral,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
4c6d9879-b684-42dd-a840-da7f11c92788,Giao hang nhanh chong truoc thoi gian du kien cam on Tiki da co nhieu mat hang de khach chon lua !,positive,0,0,0,0,0,positive,False,positive,,False,0,0,0,0,0,all aspects are 0; verify if review is general
d2d5c24b-a18c-431f-8e0b-dc9b252ba787,"Khá tệ luôn, vừa tăng giá trị xài free mà giãm hổ trợ freeship nữa, giao diện lag gỏ hàng thì luôn luôn bị chữ close là sao",negative,1,1,1,0,1,neutral,True,negative,score-based sentiment is neutral but content looks negative,True,1,1,1,0,1,review sentiment auto-adjusted; manual review recommended
b0af2739-3a21-4569-b00b-98bed1a98d6b,"Tiki tổ chức even lừa đảo, dựt đồ mà tốc độ ánh sáng chỉ có đám nhân viên của tiki lãnh hết",negative,0,0,0,1,0,negative,False,negative,,False,0,0,0,1,0,
499ab30e-c570-4378-bf2c-83460c750b2a,App lỗi ko vào được khi nâng cấp lên Android 12 trên S21 Ultra. Đã xóa đi cài lại nhiều lần ko đc. Đề nghị nhà phát hành kiểm tra lại,neutral,0,0,0,0,1,neutral,False,unclear,,False,0,0,0,0,1,
db6a641e-9654-4fbd-b32c-574eb4b275a4,Ứng dụng hay,neutral,0,0,0,0,1,neutral,False,unclear,,False,0,0,0,0,1,
b8de642d-7602-41bc-8acc-812b32cec9f1,Tìm cái j cx ko có,negative,0,0,0,0,0,negative,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
00eb14a3-c696-49c4-8133-ae0077da4a1c,cho tôi hỏi là tiki xu sao không sử dụng được vậy ad . tôi mún sử dụng thì nó bảo là cần phải có mã xác nhận gì gì đó ròi mới sử dụng được . Nhưng tôi làm mọi cách như có cãi mã hay có tiki xu đổi ra tiền trong tiki đâu ??? xin hỏi lại ad ạ :)🙂,negative,0,1,0,0,0,negative,False,unclear,,False,0,1,0,0,0,
09a7252d-4dcc-4011-a4d5-59595ebd2c40,"Mình trả hàng của tiki về, sau đó mình sẽ nhận lại tiền trong tài khoản. Bình thường thì sau 1 tuần sẽ nhận được mail, rồi 2-3 ngày sau nhận được tiền. Mình thì thậm chí hơn 2 tuần rồi không thấy mail thông báo đâu. Gọi lên dịch vụ hỗ trợ khách hàng thì ""đợi 2-3 ngày nữa sẽ có mail"" đợi thêm 1 tuần cũng k thấy ai liên lạc. Sau đó tiki chỉ gửi mail về ""bạn có hài lòng với dịch vụ hỗ trợ khách hàng của tiki không?"". Không nhé, chỉ được cái hứa hẹn còn làm thì không thấy đâu. Cực kì chậm trễ. Mua thì nhanh lắm, mà trả hàng lại thì mắc mệt.",negative,1,1,0,1,0,negative,False,negative,,False,1,1,0,1,0,
d1319e62-e226-4b27-bfb8-eb1ed9fb8343,"cty gì làm ăn lạ lùng v, ủa không có sản phẩm trong kho thì để hết đi chứ, nta đặt hàng để giao trong vòng 1 tuần đời từ t2-t6 h nt báo có vấn đề lưu kho xin hủy đơn ủa v đăng bán làm chi v? mua 2 lần cả 2 lần đều bị làm ăn cho lớn r có mấy vấn đề như này cũng xử lý không xong à?",negative,1,0,0,0,0,negative,False,unclear,,False,1,0,0,0,0,
e434fb93-d8a3-4bf9-9590-18c9198f2e86,"Rất yên tâm khi mua hàng qua tiki vì sự kiểm duyệt chặt chẽ, đồng thời giao hàng siêu nhanh. Mong Tiki phát huy tốt hơn nữa, đảm bảo các mặt hàng chất lượng đến tay người tiêu dùng.",positive,1,0,1,0,0,positive,False,positive,,False,1,0,1,0,0,
cd87d2bd-71fd-4163-abab-efe6d406b0dd,Ship quá tệ,negative,0,0,1,0,0,negative,False,negative,,False,0,0,1,0,0,
bb1522ea-0524-4367-a6f4-970e9f1741a8,Chức năng tìm kiếm sản phẩm quá tệ!,negative,1,0,0,0,0,neutral,True,negative,score-based sentiment is neutral but content looks negative,True,1,0,0,0,0,review sentiment auto-adjusted; manual review recommended
1d2c4780-9df4-44fd-a86e-fd8b6aa2573a,"Tôi mua hàng trên sen đỏ , của shop giày đẹp giá sỉ. Gửi hàng không đúng size tôi gửi hàng lại rồi mà không gửi hàng lại cho tôi gọi điện thì không bắt máy . Làm ăn không uy tín ăn vực như vậy mai mốt ai dám mua hàng trên sen đỏ nữa.",negative,1,1,0,0,0,negative,False,unclear,,False,1,1,0,0,0,
8425d868-f4ac-4c8d-8953-0b43e2610174,tính năng xóa lịch sữ tìm kiếm không có như những app khác như tiki lazada....cần xem lại để tốt hơn,negative,0,0,0,0,1,negative,False,unclear,,False,0,0,0,0,1,
880e6509-fad3-410b-bf24-6831f149f707,tiki chỉ giao 2 tiếng khi ởi TP HCM thôi 🤔,neutral,0,0,0,0,0,neutral,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
079127e5-4ff7-414d-8984-d10905d311b7,Giá tốt hàng chuẩn 🥰,positive,1,1,0,0,0,positive,False,unclear,,False,1,1,0,0,0,
213d1c1d-daa5-475f-a485-9bddabebd0be,Ap dùng ổn ngoài 1 vài lần tích thanh toán bằng thẻ hơi chậm và hay bị đơ,positive,0,0,0,0,1,positive,False,unclear,,False,0,0,0,0,1,
fb790674-dadc-418a-b514-001d015b5c39,Chất lượng,positive,1,0,0,0,0,positive,False,positive,,False,1,0,0,0,0,
6759a3ef-127c-4383-a7bb-7fc93dbac9e2,Đặt 1 đơn hàng mà 3 ngày trời không thèm xử lý là đủ hiểu rồi,negative,1,0,0,0,1,negative,False,unclear,,False,1,0,0,0,1,
a110266b-305d-4210-acd2-788d44c1d5cd,"Giao diện mới không đẹp , có sự trùng lập vs trang bán hàng khác , không còn nét riêng như trước , mình không thích sự thay đổi này",neutral,1,0,0,0,0,neutral,False,unclear,,False,1,0,0,0,0,
ac1c4bc3-4baa-4888-8c33-b751d0bded15,Deal tốt. Giao hàng nhanh,positive,1,0,1,0,0,positive,False,positive,,False,1,0,1,0,0,
4cf68da0-9994-4a65-ab9a-0ec4c6f75c67,"Sao em bỏ vào giỏ hàng rồi, nhưng chọn mua thì nó cứ báo lỗi.",neutral,1,0,0,0,1,neutral,False,unclear,,False,1,0,0,0,1,
0b4234b5-15a6-4fcf-a68c-a76835336c47,đây là một trong những nơi mua hàng tiện lợi nhất cho mọi lứa tuổi.,positive,1,0,0,0,0,positive,False,unclear,,False,1,0,0,0,0,
291659c9-aa2d-4e94-a172-04f9c32e6560,Tiki không có bán nhiều đồ như shoppe,positive,0,0,0,0,0,positive,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
1ad45a23-61a6-46e9-a75f-93610f67d2c9,"Mình cần mua côn nhị khúc. Năm 2019 thấy bán rất đa dạng, giá cả hợp lý. Giờ tìm không thấy cái nào",negative,0,1,0,0,0,negative,False,unclear,,False,0,1,0,0,0,
c3ffa527-128a-4ac2-9efc-5da8377a7ab7,Không thể xem đơn hàng trong quản lý đơn hàng,neutral,1,0,0,0,1,neutral,False,unclear,,False,1,0,0,0,1,
36123621-8b4f-42f7-acfe-8570af91cd9f,Hàng tốt giao tốt nhưng tiền gia hàng quá mắc 😞,neutral,1,1,0,0,0,neutral,False,unclear,,False,1,1,0,0,0,
2089ffc8-1748-4fb6-889d-348355379113,giao hàng nhanh chóng đóng gói cẩn thận,positive,1,0,1,0,0,positive,False,positive,,False,1,0,1,0,0,
caf3f181-2ec7-4cf3-a8d1-fee01dead861,Tốt nhất trong các ứng dụng mua hàng online,positive,1,0,0,0,1,positive,False,unclear,,False,1,0,0,0,1,
1375e748-12df-404d-b4f7-feebf7c7e986,thái độ nhân viên giao hàng khó chịu. hàng thanh toán rồi thì phải lấy luôn không được hoãn? nói chuyện thô lỗ. bực mình,negative,1,0,1,1,1,negative,False,negative,,False,1,0,1,1,1,
e3dbd10f-217f-40fd-9025-177eba02a411,Chất lượng,positive,1,0,0,0,0,positive,False,positive,,False,1,0,0,0,0,
f4ea0358-954b-4a84-b6cc-cfa840835dee,Tiki như qq,negative,0,0,0,0,0,negative,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
32f65ee8-be77-451a-89e8-8dc2377bf8f8,App được nhưng lúc tải về thì vô app khác vẫn thấy quảng cáo và lúc tôi tra bài để làm cũng vẫn thấy quảng cáo nhưng điều tôi ghét đó là quảng cáo sai chỗ che hết cả bài tôi tra ra nhưng tôi vẫn không thể loại bỏ được phần quảng cáo là sao😡,neutral,0,0,0,0,1,neutral,False,unclear,,False,0,0,0,0,1,
3219da60-17c0-4b5d-945e-878e61316bdd,Đặt 4l hàng đều như hình,positive,1,0,0,0,0,positive,False,unclear,,False,1,0,0,0,0,
51f7ab2d-c5d0-4a96-9fee-cf5a79a0757e,"Đặt sách của TIKI nhiều nhưng hiếm đăng nhập, nên chẳng mấy khi nhận xét gì.  Mới đặt 5 cuốn sách, TIKI giao hàng rất nhanh. Nhưng trong đó có 1 cuốn bị gập cả 2 bìa.  Lần đầu tiên vô nhận xét đánh giá, đăng 2 đánh giá, một 5* thì ngay hôm sau Tiki xét duyệt luôn. Còn một 3* do sách gập thì thấy lặn mất tăm 2 ngày rồi...",negative,1,1,1,0,1,negative,False,unclear,,False,1,1,1,0,1,
