reviewid,content,sentiment,product,price,delivery,service,app,sentiment_original,sentiment_changed,content_polarity,mismatch_reason,flagged,product_prefill,price_prefill,delivery_prefill,service_prefill,app_prefill,prefill_review_note
a08d6f93-038f-4149-902a-de77565bb4fa,"Quảng cáo lắm, đang xem hàng để đặt thì cứ quảng cáo tiki app😓",negative,1,0,0,0,1,negative,False,unclear,,False,1,0,0,0,1,
45bc5a79-cceb-4a3a-94ff-2320cce24e1a,"Tiki lừa nha mn, lúc đầu mk đặt hàng là nó để 5/02 lúc sao mình zô coi lại để 10/02 mà vài ngày sau mình zô coi lại thì thấy nó tự hủy đơn r mình liên hệ shop shop k có câu tr.lời",negative,1,0,0,0,0,negative,False,unclear,,False,1,0,0,0,0,
67d81298-f03e-45b6-8e7f-53377aed3389,"Làm việc quá sơ sài,khách ghi rõ địa chỉ như thế,mà đến khi vào phần tổng,ở đâu lòi ra thêm 1 cái phường khác,xong kéo dài thời gian giao hàng ra,đơn hàng chỉ trong thành phố từ Gò Vấp về Bình Tân,mà kéo dài cả tuần lễ,nhắn hỏi hàng nằm đâu,thì chỉ nhận được 1 câu trả lời,khi nào có cụ thể sẽ báo,bỏ hết công ăn chuyện làm để đợi lấy hàng do cần gấp mà gặp kiểu giao hàng này",negative,1,0,1,0,1,negative,False,unclear,,False,1,0,1,0,1,
4d78f313-049a-4887-b66e-f1e1aef44d8d,Tot.......!,positive,0,0,0,0,0,positive,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
94f116de-6647-42c5-be88-26a30486ab07,Đặt đồ bận quá rộng quá tiết cho 1 ứng dụng k để size cho mình chọn tôi phê bình trực tiếp ứng dụng này,negative,1,0,0,0,1,negative,False,unclear,,False,1,0,0,0,1,
a4e4bf4c-de12-4446-9a0a-86a907d09ca9,Tiki ug dung tot,neutral,0,0,0,0,0,neutral,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
3dd5dbe6-1219-4b33-a105-967d94972612,tin tưởng và tiện lợi,positive,0,0,0,0,0,positive,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
33c5d51b-9090-40f2-ba49-866578107d83,Ví sen không sử dụng được cho dù đã chứng thực rồi.,positive,0,0,0,0,0,positive,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
b9eced5f-2bc3-4f90-bae1-1388f39956e2,ứng dụng như cc cứ một lúc là bị out ra,negative,0,0,0,0,1,negative,False,unclear,,False,0,0,0,0,1,
bf76341d-bffb-4d18-bd7b-fecd615c9f77,May mắn thì được nhân viên tốt bụng giao hàng còn xui xẻo thì được nhân viên giao hàng tệ hại và cục súc và bố láo nhân cục súc gọi điện hét vào mặt người mua lên chấm 3 sao⭐,negative,1,0,1,1,0,neutral,True,negative,score-based sentiment is neutral but content looks negative,True,1,0,1,1,0,review sentiment auto-adjusted; manual review recommended
48290157-8509-49da-9ea2-97fc0d2049e3,TOI MON CO DONG HO THONG MINH TOI DANG DA A GRFIFG BHHHH,positive,0,0,0,0,0,positive,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
2a8913fa-b56a-4b26-800e-01353d018264,Em đặt hàng từ hồi T7 mà bây giờ vẫn chưa giao là sao ạ?,neutral,1,0,0,0,0,neutral,False,unclear,,False,1,0,0,0,0,
0487e372-14bf-47a5-ba65-8b754954b12a,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000danh cho TIKI,positive,0,0,0,0,0,positive,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
9fc51088-7d3c-4094-a560-666c857b8b4a,Nó cũng hay đấy.,neutral,0,0,0,0,0,neutral,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
ba45a490-2a2f-436e-bcc2-976e010abd06,Bảo giảm giá mà mắc quá shopee bán rẻ hơn nhìu,neutral,0,1,0,0,0,neutral,False,unclear,,False,0,1,0,0,0,
44600cd0-5b46-42fb-ad7d-40b07542bcf1,Khâu khắc phục lỗi của sp cực lâu. Đã gửi đủ thông tin và bên tiki đã tiếp nhận nhưng trong 1 tuần vẫn chưa thấy gì,negative,0,0,0,1,0,neutral,True,negative,score-based sentiment is neutral but content looks negative,True,0,0,0,0,1,review sentiment auto-adjusted; manual review recommended
a18d9139-b6ed-4aba-86c7-cb269b2a8c45,"Tiki làm ăn uy tín, mình rất hài lòng",positive,0,0,0,0,0,positive,False,positive,,False,0,0,0,0,0,all aspects are 0; verify if review is general
169b5561-adea-4152-afdd-dd4d94472435,cập nhật xong mất luôn cái tài khoản 😌????,neutral,0,0,0,0,1,neutral,False,unclear,,False,0,0,0,0,1,
fa8bb556-130e-4118-9b4f-1a65cf574318,Giao hành trc dự kiến..nhưng shipper thiếu lịch sự,negative,0,0,1,0,0,negative,False,unclear,,False,0,0,1,0,0,
99c4f4ef-59f8-42a6-81aa-bb8d43840c54,"Đặt hàng 1 tháng không thấy đâu, gửi mail thì ko thèm trả lời, gọi tổng đài không bắt máy, gọi được thì bảo do dịch nên thông cảm, trong khi các sàn thương mại khác hàng vẫn chạy đều, vậy các anh đóng băng hoạt động luôn à? Các anh bảo hàng chậm 7-10 ngày nhưng đây chậm 1 tháng xem có chịu nổi không, rồi hủy đơn cũng ko cho hủy, gửi thì cũng ko gửi, 1 sao là xứng đáng, xin chào tạm biệt luôn",negative,1,0,0,0,0,negative,False,negative,,False,1,0,0,0,0,
297a7dec-42c1-42d7-92de-9b6828e65a28,lỗi hoài chán,negative,0,0,0,0,1,neutral,True,negative,score-based sentiment is neutral but content looks negative,True,0,0,0,0,1,review sentiment auto-adjusted; manual review recommended
936cf1ef-7578-4fe7-bcb7-814d4b2ea734,Giao diện khó dùng. Ít đồ,neutral,0,0,0,0,0,neutral,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
38b9212b-1bbd-435e-ba36-512405e98cc1,Xài app thì tốt đấy ổn định nhưng hàng muốn tìm thì ít quá ko nhiều muốn mua thì phải mua bên khác,neutral,1,0,0,0,1,neutral,False,unclear,,False,1,0,0,0,1,
9646a499-fb4d-48fa-bfd2-7e1a724148b3,"Ứng dụng chưa nhanh còn chậm, và chưa thể đăng xuất tài khoản khác được.",neutral,0,0,0,0,1,neutral,False,unclear,,False,0,0,0,0,1,
1075914d-71e9-4324-a14f-1b4be792a2ef,như cặc nhập tên đủ r mà vẫn như lồn,negative,0,0,0,0,0,negative,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
40af547d-f5d8-40dc-9d37-e311b19db203,Thủ tục đặt hàng hơi lâu,neutral,1,0,0,0,0,neutral,False,unclear,,False,1,0,0,0,0,
3bcda114-be74-48d4-aad0-69c386b32490,Giá cao. Mặt hàng cũng như bao chỗ khác. Một ngày gửi không biết bao nhiêu cái POPUP quảng cáo. Chắc gấp 3-4 lần lzd+shopee cộng lại. Thật sự rất phiền phức. Không khuyến khích mua ở TIKI,negative,1,1,0,0,0,negative,False,unclear,,False,1,1,0,0,0,
688feeff-b090-449f-820c-0382d16417a9,"Giao hàng chậm, nhân viên giao hàng có khi còn không báo trước, thái độ không tốt.",negative,1,0,1,1,0,negative,False,unclear,,False,1,0,1,1,0,
63d77519-c2d6-4e6d-9390-a5f0d49298c7,Giao hang châm,negative,0,0,0,0,0,negative,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
bec362ff-12d4-467a-96a0-d652485da64f,Hàng giống mẫu.Giao hàng nhanh. Tôi hài long,positive,1,0,1,0,0,positive,False,positive,,False,1,0,1,0,0,
9f360be7-3c82-448e-ad43-3a144171a10a,khá làm phiền,neutral,0,0,0,0,0,neutral,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
f04bb8ad-8995-496a-80fe-5a5c7a408d8c,Con xem chất lượng hàng về đến nơi có đúng hay không nhé,positive,1,0,0,0,0,neutral,True,positive,score-based sentiment is neutral but content looks positive,True,1,0,0,0,0,review sentiment auto-adjusted; manual review recommended
738630ea-4d8e-4296-b75e-82d2d296c36a,Chị thu ơi bướm gái ok,positive,0,0,0,0,0,positive,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
80f8f9ff-24d3-41ab-a1c3-a609a65a6819,Vào giỏ hàng báo lỗi thoát ra suốt. Thích sản phẩm thì bắt đăng nhập trong khi đã đăng nhập,neutral,1,0,0,0,1,neutral,False,unclear,,False,1,0,0,0,1,
0c544e42-5d82-48a3-b979-9808e9255849,Khong thich,negative,0,0,0,0,0,negative,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
12e0a169-8c53-4a24-9f74-43d87ce90a69,Tờ ê tê nặng tệ.,negative,0,0,0,0,0,negative,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
e75e2e9c-4280-446d-8325-ecad9b951d7e,"Giao hàng quá lâu.không thể mua hang,gửi đánh giá hay đặt câu hỏi trên ứng dụng",negative,1,1,1,0,1,negative,False,unclear,,False,1,1,1,0,1,
9c91e2b3-a738-4d1c-8ed0-430c64e3afc5,App rất hay nhưng giao hàng thì hãm🙂 ko biết đường thì đừng làm shipper🙂 địa chỉ chi tiết như thế mà ko biết lại còn gọi điện cằn nhằn với khách hàng🙂 làm vậy ai mua 🙂,neutral,1,0,1,0,1,neutral,False,unclear,,False,1,0,1,0,1,
a6d17d9c-fcbf-4c68-be39-2457a7d82673,t rất hài lòng,positive,0,0,0,0,0,positive,False,positive,,False,0,0,0,0,0,all aspects are 0; verify if review is general
80c7364c-0594-416d-a4d8-81289781d3b0,"Trên tiki mua sách thì siêu rẻ, khỏi phải bàn. Còn những món khác như: mỹ phẩm, hàng điện tử,... thì chẳng rẻ tẹo nào!",neutral,1,1,0,0,0,neutral,False,unclear,,False,1,1,0,0,0,
3bea0ce5-fb6f-48b9-8c9c-48c8715fb5a8,"Giao hàng nhanh, đảm bảo hàng bên trong k bị ảnh hưởng khi giao tới khách hàng.",positive,1,0,1,0,0,positive,False,positive,,False,1,0,1,0,0,
0027fb22-3a9b-4b83-a286-321389ab0431,"Nói bấm là có mà bấm tìm ""vape"" k có nên đánh giá 1* khỏi thắc mắc oce",negative,0,1,0,0,0,negative,False,unclear,,False,0,1,0,0,0,
793ca7a4-a029-4f8f-9832-4c77f7a13f51,Đây là ưd dành cho người mua hàng nhưng lại chưa đặt mình vào vị trí khách hàng 1. Shop bán có thể lock kháck mua mà ko có chiều ngược lại 2. Tự ý hạn chế việc kh mua theo hình thức cod với lý do khách hủy đơn nhiều lần. Tại sao khách hủy? 3. Ko quản lý đc sp của shop bán thì nên để người mua trực tiếp kt hàng. Chắc chắn ko ai muốn thực hiện việc đổi trả trong khi đã bỏ ko ít time chờ đợi hàng về.,negative,1,0,0,1,0,negative,False,unclear,,False,1,0,0,1,0,
b88a855b-cf23-4d07-9289-0cde32dfba1f,Tìm sp ưa thích,neutral,0,0,0,0,0,neutral,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
41975045-b053-4579-be06-42e3a3e0ffdf,"Phần mềm chưa tiện lợi cho người mua. 1) Phần thanh toán, nếu sản phẩm trong giỏ hàng đã hết hàng thì người mua bắt buộc phải xóa mặt hàng đó ra khỏi giỏ hàng, trong khi họ muốn lưu mặt hàng này lại để theo dõi đến khi có hàng. Về khoản này, bên Sendo làm tốt hơn, có chức năng cho chọn thanh toán riêng 1 mặt hàng hay muốn thanh toán tất cả sản phẩm trong giỏ hàng. Mong add cải tiến app tốt hơn. 2) Trên fb thì xem được hàng loạt mặt hàng giảm giá Tiki Trading, mà vào app thì ko có mục này.",neutral,1,1,0,0,1,neutral,False,unclear,,False,1,1,0,0,1,
bafe6347-91c2-4bf1-8297-7e073d1d0880,Toàn giới thiệu free mà ... ko thấy free,neutral,0,0,0,0,0,neutral,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
2ed2b56a-1afa-4897-a5af-84a8469f304d,"Giao nhanh, chat lượng đúng như đặt và tốt",positive,1,0,1,0,0,positive,False,positive,,False,0,0,0,0,0,all aspects are 0; verify if review is general
984bc8ff-889c-4a1a-806a-56db679919ad,"Tôi đến với tiki do muốn tìm hàng chính chủ uy tín, nhưng khi các nhãn hàng mở shop chính chủ trên Shopee, tôi đã xoá tiki. Tiki làm dịch vụ chưa tốt, khuyến mãi ảo nhiều, ít có các chương trình giảm giá.",positive,1,1,0,1,0,neutral,True,positive,score-based sentiment is neutral but content looks positive,True,1,1,0,1,0,review sentiment auto-adjusted; manual review recommended
bcaba857-8f5d-4cfb-901f-03faf85d46d7,tiki thì hàng chất lượng khỏi phải bàn rùi.hihi,positive,1,0,0,0,0,positive,False,positive,,False,1,0,0,0,0,
24eb3f38-ddba-4037-b8c5-5157d6877834,Ứng dụng rất chán tìm kiếm sản phẩm cần mua không bao giờ thấy. Giá cao hơn các app khác,negative,1,1,0,0,1,negative,False,unclear,,False,1,1,0,0,1,
53403886-2000-4ba5-92ec-698ca7d0995f,freeship :3,positive,0,0,1,0,0,positive,False,unclear,,False,0,0,1,0,0,
dd04f5d1-6f31-4dae-8a78-93eb9cba8598,Đây là trang thương mại điện tử đbrr nhất cái việt nam này đặt từ 8/8 đến nay 15/8 vẫn chưa thấy shop bàn giao cho đơn vị vận chuyển mà cũng chẳng có tí động tĩnh nào tốt nhất qua lazada hay shopee mà mua nghỉ mẹ cái sendo đi,negative,0,0,1,0,0,negative,False,unclear,,False,0,0,1,0,0,
2a79fafd-2021-4e42-b1a0-01e58f1d607c,"Tôi nói cho mấy bạn dev nghe nè, muốn cạnh tranh với shopee thì làm ăn cho đàng hoàng. Lần nào mở sale vô cũng giật lag tùm lum, mua ko đc gì hết trơn. Sáng nay có event Giựt cô hồn trời ơi nó lag, mở wifi rồi 4g các kiểu ko load nổi. Đừng nói máy tui note10+ mà chậm nghe. Xưa nay tui dùng song song shopee với tiki mà giờ chắc xóa tiki quá. Đừng đổ tiền vào đua với shopee nữa, làm ăn vậy nghỉ giùm cho rồi.",negative,0,1,0,0,1,negative,False,negative,,False,0,1,0,0,1,
0d8056ee-fe22-4a9e-8850-5b581eccc1b1,Áp khá hữu ít,positive,0,0,0,0,0,positive,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
5abbfdd7-1261-4c98-8dea-3bd140666ba1,Hủy đơn hàng kiểu gì?,neutral,1,0,0,0,1,neutral,False,unclear,,False,1,0,0,0,1,
61698eb8-fc54-4143-afab-240bf9d5a0fe,"Quá tốt.đáng tin tưởng.Giao hàng nhanh hơn thời hạng,có nhiều khuyến mãi.hàng giống hình,cho tiki ngàn sao.Mua gân 10sp rồi nhưng món nào cũng tốt cả.cảm ơn tiki",positive,1,1,1,0,0,neutral,True,positive,score-based sentiment is neutral but content looks positive,True,1,1,1,0,0,review sentiment auto-adjusted; manual review recommended
f9002c48-f3be-4bc0-b738-e2cdfeee6352,"Hồi trước ship 18k tăng lên 20k còn bây 66k vừa vừa thôi chứ, mn bỏ tiki qua bên sh*ppe đi",negative,0,0,1,0,0,negative,False,unclear,,False,0,0,1,0,0,
1ee55a30-125b-420e-8d0b-f364688738ce,"Đặt hàng xong, đợi 4_5 ngày mới có",neutral,1,0,0,0,0,neutral,False,unclear,,False,1,0,0,0,0,
f574c0b7-e5ae-4f84-99c3-2119592ae412,Rất tiện lợi cho nhiều người,positive,0,0,0,0,0,positive,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
499c5822-f0c1-47b6-a029-4cc6c5f9dcfd,ứng dụng này rất hay,positive,0,0,0,0,1,positive,False,unclear,,False,0,0,0,0,1,
20ad1a38-d687-4851-a9f6-bb428cfa9cb6,Muốn mua bộ dây vòi,negative,0,0,0,0,0,negative,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
205d7bd8-39b0-4603-809a-9fc6d2ef0454,ok rất tốt,positive,0,0,0,0,0,positive,False,positive,,False,0,0,0,0,0,all aspects are 0; verify if review is general
d43c2d94-104d-4258-83c8-ca265fc797c4,Ciode co dx nohu k,neutral,0,0,0,0,0,neutral,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
e7e052fd-e148-46fa-8411-836dab9b37c5,"Mình rất thích về phương diện bán, sale các mặt hàng sách nhưng thật sự ứng dụng rất rất tệ. Gần đây rất hay bị lỗi, hôm kia quyển sách mình thích có sale, đêm đấy mình đăng mua không được, chỉ sale 1 đêm thôi, thế là bỏ lỡ. Mình từng mua cuốn Your Name, mua cùng thời gian với bạn mình, bạn mình thì có quà tặng phát hành là được bọc platics và bookmark còn mình thì không? Ok, i'm fine. Hỏi nhân viên đã lâu không 1 câu hồi đáp :). Mong Tiki xem lại, mình không cần gì, chỉ cần câu giải thích hợp lí thôi. Cảm ơn ạ.",neutral,1,1,0,1,1,neutral,False,unclear,,False,1,1,0,1,1,
0ad25897-72fb-4917-bf5e-a27b8241fa97,Chưa bao h thất vọng về thời gian và chất lượng giao hàng của Tiki. Chỉ có hàng hoá bày bán vẫn còn một số shop bán mặt hàng khác so với quảng cáo,positive,1,0,1,0,0,positive,False,unclear,,False,1,0,1,0,0,
c0e18582-9254-40e9-bc44-ec33b8bca463,giao hàng nhanh,positive,1,0,1,0,0,positive,False,positive,,False,1,0,1,0,0,
c100f550-774b-445b-a02f-cc00332ab53f,Tôi đã mua được và dung hàng mình thích thái độ làm viec chuyên nghiệp chuyển hàng đến tay khách hàng nhanh chóng,positive,1,0,0,0,0,positive,False,positive,,False,1,0,0,0,0,
531976c1-58ba-4add-b7e9-ae8d2bf28a33,Có đồ bị cũ,neutral,0,0,0,0,0,neutral,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
bcd7837a-eb90-43fe-b150-7e120314d5a1,"Tệ thật người ta diễn hay không cho thắng, cho mấy người giả trân thắng",negative,0,0,0,0,0,negative,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
f4dc1703-1979-475f-9387-247714480071,Mua hàng trên tiki mình không có 1 chút sợ sệt về hàng giả hàng kém chất lượng nói chung rất là tốt. chúc tiki ngày càng phát triển hơn nữa,positive,1,0,0,0,0,positive,False,positive,,False,1,0,0,0,0,
b81f31a3-d8cc-4120-b3b6-6cad3bbb7079,"So với lazada, shopee, sedo thì thái độ phục vụ không chấp nhận được, mọi thứ liên quan đến chăm sóc khách hàng nhân viên làm không có tâm",negative,1,0,0,1,0,negative,False,unclear,,False,1,0,0,1,0,
30135495-f5f3-42ec-a5ed-f230b6a27f2d,"bán sách nhái,sách kém chất lượng",positive,1,0,0,0,0,negative,True,positive,score-based sentiment is negative but content looks positive,True,1,0,0,0,0,review sentiment auto-adjusted; manual review recommended
8d7b253b-6871-44d4-b6fa-2d6712d2b89c,sản phẩm tốt,positive,1,0,0,0,0,positive,False,unclear,,False,1,0,0,0,0,
28d34b30-587e-46e8-bb14-36deaa79d387,"giao hàng nhanh, hàng mới nên chả có ý kiến gì",positive,1,0,1,0,0,positive,False,positive,,False,1,0,1,0,0,
99c873ba-4bce-42bd-a231-6992fb7c62f1,chua su dung vho truoc 3s,neutral,0,0,0,0,0,neutral,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
d3fdfdba-9c7f-4119-9763-ede9915affec,Search của tiki chả chính xác. Giá thì cao hơn Shopee và lazada. Các mặt hàng thì ít,neutral,1,1,0,0,0,neutral,False,unclear,,False,1,1,0,0,0,
d11ab611-9144-4e3c-974e-f0b66c109242,Đây là app đặt hàng tệ nhất tôi sản phẩm hạn chế tôi muốn mua 1con gundam hg nhưng khi tìm thì chỉ toàn sp gundam sd với ốp lưng chưa hết khi tôi muốn mua bút kẻ lằn chìm khi tìm thì toàn ra bút vs kẻ mi gì gì ấy rất thất vọng,negative,1,0,0,0,1,negative,False,negative,,False,1,0,0,0,1,
0ddba38c-2cf6-4450-916f-b21bd57fc93a,Tiki tệ quá chễ đơn hàng mà k thông báo j cả làm mình chễ hết dự định với bạn bè rồi,negative,1,0,0,0,1,negative,False,unclear,,False,1,0,0,0,1,
681320e7-a8cd-4849-90a9-bbaa2a9d21a2,Thích cái gì cũng có,positive,0,0,0,0,0,positive,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
789f10d7-febf-48cd-b20d-aa7f2135abb2,Thất vọng về cách làm việc của tiki,negative,0,0,0,0,0,negative,False,negative,,False,0,0,0,0,0,all aspects are 0; verify if review is general
87889697-be9e-4003-8d33-fc6d431be897,rất nhiều đồ đẹp,positive,0,0,0,0,0,positive,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
c1b66233-8555-4107-b8a5-e7d30d4c12cf,"ví nam da bò dập vân cá sấu rất đẹp ,để được nhiều giấy tờ .đóng gói sản phẩm kỹ và đẹp mắt.Cảm ơn TiKi và sẽ mua tiếp",positive,1,0,1,0,0,positive,False,unclear,,False,1,0,1,0,0,
dfd435cc-d5ba-4480-911f-40665e17a4a3,"Giao hàng không chuyên nghiệp, tự động hủy, bảo giao lại không giao, khi liên hệ lần 2 có đặt hàng lại cho mình rồi hẹn thứ 3 giao, nay sáng 9h35 nhắn tin sẽ giao đến trong vòng 30p thì gọi liên hệ lúc 9h30 3 lần không được. 9h39 đã nhắn tin hủy đơn. Mình cầm điện thoại thoại đâu mà biết nay giao lúc đó. Cạch mặt bọn Tiki",negative,1,0,1,0,0,negative,False,negative,,False,1,0,1,0,0,
737509a2-bc63-4fe1-883e-b224ac06f6d7,"Tôi đã mua hàng ở rất nhiều shop online khác nhau nhưng t vẫn luôn tin tưởng tiki nhất. Thái độ phục vụ tốt, giao hàng nhanh, phí vận chuyển rẻ, chất lượng sản phẩm tốt, mua hàng ở tiki không bao giờ sợ hàng giả. Đổi trả sản phẩm dễ dàng trong 30 ngày nếu không còn như cầu nữa. Sẽ ủng hộ tiki dài dài💕",positive,1,1,1,1,0,positive,False,positive,,False,1,1,1,1,0,
f2ad7be6-b36a-4411-a19d-40b332f3674b,Làm ơn tìm hộ em máy chơi game 4 nút nhé cảm ơn mn,neutral,0,0,0,0,0,neutral,False,unclear,,False,0,0,0,0,0,all aspects are 0; verify if review is general
e29457d9-4670-466f-b216-3ea8f42e85ac,đặt hàng giao nhanh xong báo giao trể xong vài ngày sau hủy đơn hàng làm ăn không có cái uy tín gì,negative,1,0,0,0,1,negative,False,unclear,,False,1,0,0,0,1,
